f/MHz,AbsorbSpectrum
1.000000000000000000e+00,4.419999999999999929e+00
1.000999999999999890e+00,4.139999999999999680e+00
1.002000000000000002e+00,4.179999999999999716e+00
1.003000000000000114e+00,4.000000000000000000e+00
1.004000000000000004e+00,4.040000000000000036e+00
1.004999999999999893e+00,3.899999999999999911e+00
1.006000000000000005e+00,3.959999999999999964e+00
1.006999999999999895e+00,3.839999999999999858e+00
1.008000000000000007e+00,3.899999999999999911e+00
1.008999999999999897e+00,3.819999999999999840e+00
1.010000000000000009e+00,3.879999999999999893e+00
1.010999999999999899e+00,3.799999999999999822e+00
1.012000000000000011e+00,3.799999999999999822e+00
1.012999999999999901e+00,3.859999999999999876e+00
1.014000000000000012e+00,3.859999999999999876e+00
1.014999999999999902e+00,3.799999999999999822e+00
1.016000000000000014e+00,3.799999999999999822e+00
1.016999999999999904e+00,3.879999999999999893e+00
1.018000000000000016e+00,3.819999999999999840e+00
1.018999999999999906e+00,3.879999999999999893e+00
1.020000000000000018e+00,3.819999999999999840e+00
1.020999999999999908e+00,3.879999999999999893e+00
1.022000000000000020e+00,3.899999999999999911e+00
1.022999999999999909e+00,3.819999999999999840e+00
1.024000000000000021e+00,3.839999999999999858e+00
1.024999999999999911e+00,3.919999999999999929e+00
1.026000000000000023e+00,3.839999999999999858e+00
1.026999999999999913e+00,3.939999999999999947e+00
1.028000000000000025e+00,3.859999999999999876e+00
1.028999999999999915e+00,3.939999999999999947e+00
1.030000000000000027e+00,3.939999999999999947e+00
1.030999999999999917e+00,3.859999999999999876e+00
1.032000000000000028e+00,3.899999999999999911e+00
1.032999999999999918e+00,3.959999999999999964e+00
1.034000000000000030e+00,3.899999999999999911e+00
1.034999999999999920e+00,3.979999999999999982e+00
1.036000000000000032e+00,3.919999999999999929e+00
1.036999999999999922e+00,3.979999999999999982e+00
1.038000000000000034e+00,3.919999999999999929e+00
1.038999999999999924e+00,3.979999999999999982e+00
1.040000000000000036e+00,3.919999999999999929e+00
1.040999999999999925e+00,4.000000000000000000e+00
1.042000000000000037e+00,4.000000000000000000e+00
1.042999999999999927e+00,3.939999999999999947e+00
1.044000000000000039e+00,3.939999999999999947e+00
1.044999999999999929e+00,4.000000000000000000e+00
1.046000000000000041e+00,3.959999999999999964e+00
1.046999999999999931e+00,4.040000000000000036e+00
1.048000000000000043e+00,3.959999999999999964e+00
1.048999999999999932e+00,4.040000000000000036e+00
1.050000000000000044e+00,4.059999999999999609e+00
1.050999999999999934e+00,3.959999999999999964e+00
1.052000000000000046e+00,3.979999999999999982e+00
1.052999999999999936e+00,4.059999999999999609e+00
1.054000000000000048e+00,4.059999999999999609e+00
1.054999999999999938e+00,3.979999999999999982e+00
1.056000000000000050e+00,4.080000000000000071e+00
1.056999999999999940e+00,3.979999999999999982e+00
1.058000000000000052e+00,4.019999999999999574e+00
1.058999999999999941e+00,4.080000000000000071e+00
1.060000000000000053e+00,4.019999999999999574e+00
1.060999999999999943e+00,4.080000000000000071e+00
1.062000000000000055e+00,4.019999999999999574e+00
1.062999999999999945e+00,4.099999999999999645e+00
1.064000000000000057e+00,4.040000000000000036e+00
1.064999999999999947e+00,4.099999999999999645e+00
1.066000000000000059e+00,4.040000000000000036e+00
1.066999999999999948e+00,4.120000000000000107e+00
1.068000000000000060e+00,4.059999999999999609e+00
1.068999999999999950e+00,4.120000000000000107e+00
1.070000000000000062e+00,4.120000000000000107e+00
1.070999999999999952e+00,4.059999999999999609e+00
1.072000000000000064e+00,4.059999999999999609e+00
1.072999999999999954e+00,4.139999999999999680e+00
1.074000000000000066e+00,4.080000000000000071e+00
1.074999999999999956e+00,4.139999999999999680e+00
1.076000000000000068e+00,4.080000000000000071e+00
1.076999999999999957e+00,4.160000000000000142e+00
1.078000000000000069e+00,4.080000000000000071e+00
1.078999999999999959e+00,4.160000000000000142e+00
1.080000000000000071e+00,4.099999999999999645e+00
1.080999999999999961e+00,4.179999999999999716e+00
1.082000000000000073e+00,4.099999999999999645e+00
1.082999999999999963e+00,4.179999999999999716e+00
1.084000000000000075e+00,4.099999999999999645e+00
1.084999999999999964e+00,4.179999999999999716e+00
1.086000000000000076e+00,4.179999999999999716e+00
1.086999999999999966e+00,4.099999999999999645e+00
1.088000000000000078e+00,4.139999999999999680e+00
1.088999999999999968e+00,4.200000000000000178e+00
1.090000000000000080e+00,4.200000000000000178e+00
1.090999999999999970e+00,4.139999999999999680e+00
1.092000000000000082e+00,4.200000000000000178e+00
1.092999999999999972e+00,4.139999999999999680e+00
1.094000000000000083e+00,4.219999999999999751e+00
1.094999999999999973e+00,4.139999999999999680e+00
1.096000000000000085e+00,4.160000000000000142e+00
1.096999999999999975e+00,4.219999999999999751e+00
1.098000000000000087e+00,4.160000000000000142e+00
1.098999999999999977e+00,4.219999999999999751e+00
1.100000000000000089e+00,4.160000000000000142e+00
1.100999999999999979e+00,4.240000000000000213e+00
1.102000000000000091e+00,4.179999999999999716e+00
1.102999999999999980e+00,4.240000000000000213e+00
1.104000000000000092e+00,4.240000000000000213e+00
1.104999999999999982e+00,4.179999999999999716e+00
1.106000000000000094e+00,4.179999999999999716e+00
1.106999999999999984e+00,4.240000000000000213e+00
1.108000000000000096e+00,4.179999999999999716e+00
1.108999999999999986e+00,4.259999999999999787e+00
1.110000000000000098e+00,4.179999999999999716e+00
1.110999999999999988e+00,4.280000000000000249e+00
1.112000000000000099e+00,4.200000000000000178e+00
1.112999999999999989e+00,4.280000000000000249e+00
1.114000000000000101e+00,4.200000000000000178e+00
1.114999999999999991e+00,4.280000000000000249e+00
1.116000000000000103e+00,4.200000000000000178e+00
1.116999999999999993e+00,4.299999999999999822e+00
1.118000000000000105e+00,4.200000000000000178e+00
1.118999999999999995e+00,4.299999999999999822e+00
1.120000000000000107e+00,4.299999999999999822e+00
1.120999999999999996e+00,4.219999999999999751e+00
1.121999999999999886e+00,4.299999999999999822e+00
1.122999999999999998e+00,4.219999999999999751e+00
1.124000000000000110e+00,4.219999999999999751e+00
1.125000000000000000e+00,4.320000000000000284e+00
1.126000000000000112e+00,4.219999999999999751e+00
1.127000000000000002e+00,4.320000000000000284e+00
1.128000000000000114e+00,4.320000000000000284e+00
1.129000000000000004e+00,4.240000000000000213e+00
1.129999999999999893e+00,4.259999999999999787e+00
1.131000000000000005e+00,4.320000000000000284e+00
1.132000000000000117e+00,4.259999999999999787e+00
1.133000000000000007e+00,4.339999999999999858e+00
1.134000000000000119e+00,4.259999999999999787e+00
1.135000000000000009e+00,4.339999999999999858e+00
1.136000000000000121e+00,4.339999999999999858e+00
1.137000000000000011e+00,4.259999999999999787e+00
1.137999999999999901e+00,4.280000000000000249e+00
1.139000000000000012e+00,4.339999999999999858e+00
1.140000000000000124e+00,4.280000000000000249e+00
1.141000000000000014e+00,4.339999999999999858e+00
1.141999999999999904e+00,4.280000000000000249e+00
1.143000000000000016e+00,4.360000000000000320e+00
1.144000000000000128e+00,4.280000000000000249e+00
1.145000000000000018e+00,4.360000000000000320e+00
1.145999999999999908e+00,4.360000000000000320e+00
1.147000000000000020e+00,4.280000000000000249e+00
1.148000000000000131e+00,4.299999999999999822e+00
1.149000000000000021e+00,4.360000000000000320e+00
1.149999999999999911e+00,4.299999999999999822e+00
1.151000000000000023e+00,4.379999999999999893e+00
1.151999999999999913e+00,4.299999999999999822e+00
1.153000000000000025e+00,4.379999999999999893e+00
1.153999999999999915e+00,4.299999999999999822e+00
1.155000000000000027e+00,4.379999999999999893e+00
1.156000000000000139e+00,4.299999999999999822e+00
1.157000000000000028e+00,4.400000000000000355e+00
1.157999999999999918e+00,4.320000000000000284e+00
1.159000000000000030e+00,4.400000000000000355e+00
1.159999999999999920e+00,4.320000000000000284e+00
1.161000000000000032e+00,4.419999999999999929e+00
1.161999999999999922e+00,4.320000000000000284e+00
1.163000000000000034e+00,4.419999999999999929e+00
1.164000000000000146e+00,4.320000000000000284e+00
1.165000000000000036e+00,4.419999999999999929e+00
1.165999999999999925e+00,4.320000000000000284e+00
1.167000000000000037e+00,4.419999999999999929e+00
1.167999999999999927e+00,4.419999999999999929e+00
1.169000000000000039e+00,4.339999999999999858e+00
1.169999999999999929e+00,4.339999999999999858e+00
1.171000000000000041e+00,4.419999999999999929e+00
1.171999999999999931e+00,4.339999999999999858e+00
1.173000000000000043e+00,4.419999999999999929e+00
1.173999999999999932e+00,4.339999999999999858e+00
1.175000000000000044e+00,4.440000000000000391e+00
1.175999999999999934e+00,4.440000000000000391e+00
1.177000000000000046e+00,4.339999999999999858e+00
1.177999999999999936e+00,4.339999999999999858e+00
1.179000000000000048e+00,4.440000000000000391e+00
1.179999999999999938e+00,4.440000000000000391e+00
1.181000000000000050e+00,4.379999999999999893e+00
1.181999999999999940e+00,4.379999999999999893e+00
1.183000000000000052e+00,4.440000000000000391e+00
1.183999999999999941e+00,4.379999999999999893e+00
1.185000000000000053e+00,4.459999999999999964e+00
1.185999999999999943e+00,4.459999999999999964e+00
1.187000000000000055e+00,4.379999999999999893e+00
1.187999999999999945e+00,4.459999999999999964e+00
1.189000000000000057e+00,4.379999999999999893e+00
