f/MHz,AbsorbSpectrum
5.000000000000000000e+00,9.980000000000000426e+00
5.001000000000000334e+00,1.019999999999999929e+01
5.001999999999999780e+00,1.019999999999999929e+01
5.003000000000000114e+00,9.980000000000000426e+00
5.003999999999999559e+00,1.019999999999999929e+01
5.004999999999999893e+00,9.980000000000000426e+00
5.006000000000000227e+00,9.980000000000000426e+00
5.006999999999999673e+00,1.019999999999999929e+01
5.008000000000000007e+00,9.980000000000000426e+00
5.009000000000000341e+00,1.019999999999999929e+01
5.009999999999999787e+00,1.019999999999999929e+01
5.011000000000000121e+00,9.980000000000000426e+00
5.011999999999999567e+00,1.019999999999999929e+01
5.012999999999999901e+00,9.980000000000000426e+00
5.014000000000000234e+00,1.019999999999999929e+01
5.014999999999999680e+00,9.980000000000000426e+00
5.016000000000000014e+00,9.980000000000000426e+00
5.017000000000000348e+00,1.022000000000000064e+01
5.017999999999999794e+00,9.980000000000000426e+00
5.019000000000000128e+00,1.019999999999999929e+01
5.019999999999999574e+00,1.000000000000000000e+01
5.020999999999999908e+00,1.022000000000000064e+01
5.022000000000000242e+00,1.000000000000000000e+01
5.022999999999999687e+00,1.022000000000000064e+01
5.024000000000000021e+00,1.022000000000000064e+01
5.025000000000000355e+00,9.980000000000000426e+00
5.025999999999999801e+00,1.000000000000000000e+01
5.027000000000000135e+00,1.022000000000000064e+01
5.027999999999999581e+00,1.022000000000000064e+01
5.028999999999999915e+00,1.000000000000000000e+01
5.030000000000000249e+00,1.000000000000000000e+01
5.030999999999999694e+00,1.022000000000000064e+01
5.032000000000000028e+00,1.000000000000000000e+01
5.033000000000000362e+00,1.022000000000000064e+01
5.033999999999999808e+00,1.000000000000000000e+01
5.035000000000000142e+00,1.022000000000000064e+01
5.035999999999999588e+00,1.022000000000000064e+01
5.036999999999999922e+00,1.000000000000000000e+01
5.038000000000000256e+00,1.022000000000000064e+01
5.038999999999999702e+00,1.000000000000000000e+01
5.040000000000000036e+00,1.000000000000000000e+01
5.041000000000000369e+00,1.022000000000000064e+01
5.041999999999999815e+00,1.022000000000000064e+01
5.043000000000000149e+00,1.000000000000000000e+01
5.043999999999999595e+00,1.024000000000000021e+01
5.044999999999999929e+00,1.000000000000000000e+01
5.046000000000000263e+00,1.000000000000000000e+01
5.046999999999999709e+00,1.022000000000000064e+01
5.048000000000000043e+00,1.000000000000000000e+01
5.049000000000000377e+00,1.024000000000000021e+01
5.049999999999999822e+00,1.000000000000000000e+01
5.051000000000000156e+00,1.024000000000000021e+01
5.051999999999999602e+00,1.000000000000000000e+01
5.052999999999999936e+00,1.024000000000000021e+01
5.054000000000000270e+00,1.000000000000000000e+01
5.054999999999999716e+00,1.024000000000000021e+01
5.056000000000000050e+00,1.024000000000000021e+01
5.057000000000000384e+00,1.000000000000000000e+01
5.057999999999999829e+00,1.024000000000000021e+01
5.059000000000000163e+00,1.000000000000000000e+01
5.059999999999999609e+00,1.000000000000000000e+01
5.060999999999999943e+00,1.024000000000000021e+01
5.062000000000000277e+00,1.024000000000000021e+01
5.062999999999999723e+00,1.000000000000000000e+01
5.064000000000000057e+00,1.024000000000000021e+01
5.065000000000000391e+00,1.000000000000000000e+01
5.065999999999999837e+00,1.024000000000000021e+01
5.067000000000000171e+00,1.000000000000000000e+01
5.067999999999999616e+00,1.024000000000000021e+01
5.068999999999999950e+00,1.000000000000000000e+01
5.070000000000000284e+00,1.024000000000000021e+01
5.070999999999999730e+00,1.001999999999999957e+01
5.072000000000000064e+00,1.024000000000000021e+01
5.073000000000000398e+00,1.000000000000000000e+01
5.073999999999999844e+00,1.003999999999999915e+01
5.075000000000000178e+00,1.025999999999999979e+01
5.075999999999999623e+00,1.024000000000000021e+01
5.076999999999999957e+00,1.001999999999999957e+01
5.078000000000000291e+00,1.024000000000000021e+01
5.078999999999999737e+00,1.001999999999999957e+01
5.080000000000000071e+00,1.003999999999999915e+01
