f/MHz,AbsorbSpectrum
7.500000000000000000e+00,-1.632000000000000028e+01
7.500399999999999956e+00,-1.680000000000000071e+01
7.500799999999999912e+00,-1.644000000000000128e+01
7.501199999999999868e+00,-1.683999999999999986e+01
7.501599999999999824e+00,-1.644000000000000128e+01
7.501999999999999780e+00,-1.683999999999999986e+01
7.502399999999999736e+00,-1.683999999999999986e+01
7.502799999999999692e+00,-1.639999999999999858e+01
7.503199999999999648e+00,-1.644000000000000128e+01
7.503599999999999604e+00,-1.683999999999999986e+01
7.503999999999999559e+00,-1.683999999999999986e+01
7.504400000000000404e+00,-1.639999999999999858e+01
7.504800000000000360e+00,-1.639999999999999858e+01
7.505200000000000315e+00,-1.680000000000000071e+01
7.505600000000000271e+00,-1.639999999999999858e+01
7.506000000000000227e+00,-1.680000000000000071e+01
7.506400000000000183e+00,-1.680000000000000071e+01
7.506800000000000139e+00,-1.635999999999999943e+01
7.507200000000000095e+00,-1.680000000000000071e+01
7.507600000000000051e+00,-1.635999999999999943e+01
7.508000000000000007e+00,-1.635999999999999943e+01
7.508399999999999963e+00,-1.680000000000000071e+01
7.508799999999999919e+00,-1.639999999999999858e+01
7.509199999999999875e+00,-1.680000000000000071e+01
7.509599999999999831e+00,-1.680000000000000071e+01
7.509999999999999787e+00,-1.639999999999999858e+01
7.510399999999999743e+00,-1.680000000000000071e+01
7.510799999999999699e+00,-1.639999999999999858e+01
7.511199999999999655e+00,-1.644000000000000128e+01
7.511599999999999611e+00,-1.680000000000000071e+01
7.512000000000000455e+00,-1.680000000000000071e+01
7.512400000000000411e+00,-1.639999999999999858e+01
7.512800000000000367e+00,-1.680000000000000071e+01
7.513200000000000323e+00,-1.644000000000000128e+01
7.513600000000000279e+00,-1.639999999999999858e+01
7.514000000000000234e+00,-1.680000000000000071e+01
7.514400000000000190e+00,-1.680000000000000071e+01
7.514800000000000146e+00,-1.639999999999999858e+01
7.515200000000000102e+00,-1.680000000000000071e+01
7.515600000000000058e+00,-1.639999999999999858e+01
7.516000000000000014e+00,-1.680000000000000071e+01
7.516399999999999970e+00,-1.639999999999999858e+01
7.516799999999999926e+00,-1.639999999999999858e+01
7.517199999999999882e+00,-1.680000000000000071e+01
7.517599999999999838e+00,-1.676000000000000156e+01
7.517999999999999794e+00,-1.639999999999999858e+01
7.518399999999999750e+00,-1.676000000000000156e+01
7.518799999999999706e+00,-1.635999999999999943e+01
7.519199999999999662e+00,-1.676000000000000156e+01
7.519599999999999618e+00,-1.635999999999999943e+01
7.519999999999999574e+00,-1.676000000000000156e+01
7.520400000000000418e+00,-1.635999999999999943e+01
7.520800000000000374e+00,-1.676000000000000156e+01
7.521200000000000330e+00,-1.635999999999999943e+01
7.521600000000000286e+00,-1.635999999999999943e+01
7.522000000000000242e+00,-1.676000000000000156e+01
7.522400000000000198e+00,-1.676000000000000156e+01
7.522800000000000153e+00,-1.635999999999999943e+01
